TT,Titulo,directores,resumen,claves,objetivos,director1,director2,sinodal1,sinodal2,sinodal3
2020-A051,Sistema gestor de pruebas de funcionalidad pra el aseguramiento de la calidad de software,"jiménez galán yasmin ivette, hernández olvera luis enrique","presente propuesta de trabajo terminal plantea el desarrollo de un sistema web para la gestión de casos de prueba de caja negra como una solución a las problemáticas de comunicación observaciones referentes a la funcionalidad identificados dentro del desarrollo de software, a la falta de estandarización para la generación de los guiones de pruebas, y a al tiempo que requiere generar, redactar y dar conocer a la totalidad reportes de pruebas al equipo de desarrollo; ésta propuesta generará un aumento de la productividad en dichas actividades Para lograr esto se propone realizar la automatización de la recopilación de información relevante de la documentación en formato latex de los casos de uso, además del desarrollo de un módulo para generar y enviar reportes de resultados de pruebas oportunamente; otro aspecto que se propone es la implementación de un módulo de seguimiento para visualizar el avance de las pruebas a lo largo del desarrollo del proyecto","calidad, sistema web, pruebas de software, sistemas de gestión","Desarrollar un sistema gestor de pruebas de funcionalidad de software que haga uso de las técnicas de partición en clases de equivalencia y de diseño de pruebas basadas en casos de uso para el diseño de los guiones de pruebas; que permita generar, visualizar y enviar reportes de resultados de pruebas.",jiménez galan yasmín ivette,hernández olvera luis enrique,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A052,Servidor de autenticacón AAA mediante protocolo de autenticación TACACS,benjamín cruz torres,Servidor de autenticación basado en el modelo AAA para equipos de Red (routers) que permita un acceso controlado mediante la validación de usuario y contraseña que conforme al perfilamiento previamente configurado en este servidor le sea otorgado un nivel de privilegio conforme al caso,"Modelo AAA, TACACS, Seguridad, Administración de Red.",Desarrollar una solución para la autenticación y perfilamiento en los equipos de Red que permita un acceso controlado mediante el servidor de autenticación que de acuerdo al perfil establecido por el servidor se le otorgará un nivel de privilegio al usuario. Garantizando la seguridad en el acceso a los equipos de red.,cruz torres benjamín,,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A053,Sistma recomendador deropa por niveles de formalidad con base en el evnto soial,"kolesnikova olga, suárez castañón miguel santiago","En este trabajo terminal se desarrolla un sistema que recomienda al usuario conjuntos de ropa de acuerdo con un evento social, por ejemplo, boda, fiesta, cita romántica, etc El sistema va dirigido a los jóvenes varones de entre 15 y 29 años de edad y la tecnología utilizada para la generación de las recomendaciones son, principalmente, redes neuronales y procesamiento de lenguaje natural","Estilos de Vestimenta, Procesamiento de Lenguaje Natural, Redes Neuronales, Sistema de Recomendación.","General Desarrollar un sistema de recomendación que implemente una red neuronal capaz de clasificar prendas de ropa, a fin de que pueda sugerir un conjunto acorde a la formalidad del evento social descrito por el usuario, a través del procesamiento del lenguaje natural. Objetivos específicos  Realizar un análisis de los requerimientos básicos de un sistema recomendador. Diseñar y desarrollar la arquitectura de la red neuronal. Implementar el sistema de recomendación basado en contenido, utilizando la red neuronal y procesamiento de lenguaje natural. Implementar un modelo de distribución del software para el fácil uso del usuario.",kolesnikova olga,suárez castañon miguel santiago,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A054,Plataforma web para practicar entrevistas técnicasa de codificación de problemas algorítmicos,franco martínez edgardo adrián,El presente reporte propone el desarrollo de una plataforma web que apoye a los ingenieros de software a prepararse para las entrevistas técnicas de codificación de problemas algorítmicos que son típicos en las compañías tecnológicas de software más demandadas en la actualidad Esta herramienta tiene como finalidad ayudar al usuario a comprender distintos temas algorítmicos y saberlos aplicar a problemas de codificación La plataforma busca ser un ambiente intuitivo de práctica y estudio para que la persona adquiera las habilidades y conocimientos necesarios para tener un buen desempeño durante una entrevista técnica,"Desarrollo de Aplicación Web, Estructuras de datos, Problemas Algorítmicos","Diseñar e implementar una plataforma web para que los usuarios practiquen para las entrevistas técnicas en la codificación de problemas algorítmicos que incluya herramientas que contribuyan en su mejora, práctica, habilidades y conocimientos.  Objetivos particulares Implementar un juez que sea capaz de evaluar código de manera remota. Desarrollar un editor de código. Seleccionar un conjunto de problemas que son típicos en una entrevista técnica.  Diseñar e implementar una plataforma para que el usuario ponga a prueba los conocimientos adquiridos siendo evaluado con problemas prueba. Diseñar y desarrollar una plataforma para que el usuario pueda hacer una simulación de entrevista. Proponer un esquema dentro de la plataforma web para presentar cada uno de los temas algorítmicos.",franco martinez edgardo adrián,,,,
2020-A057,Juego interactivo orientado al mejoramiento del equilibrio y coordinación dinámica en personas de la tercera edad,"sandra dinora orantes jiménez, cordero lopez martha rosa","Desarrollar una plataforma de juego interactiva gratuita que ayude a los adultos mayores a mantener un buen estado fisico, enfocándose en su equilibrio y coordinación dinámica Se aplicarán tecnologías y entornos amigables con el usuario final, esto con el objetivo de facilitar su uso continuo y aumentar el tiempo real de empleo de la aplicación y su éxito","Interactivo, coordinación, tercera edad, amigable.","Desarrollar una plataforma gratuita donde los adultos mayores puedan realizar actividades y juegos que mejoren su coordinación dinámica y equilibrio. Esto utilizando tecnologías fáciles de manipular y muy accesibles. Específicos  Mejorar la calidad de vida, previniendo accidentes, de los adultos mayores que utilicen la plataforma. Proporcionar la mejor calidad de información estudiada por organismos mundiales para asegurar el mejoramiento de los adultos mayores.",orantes jiménez sandra dinora,cordero lópez martha rosa,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A059,Teaching Aid. Aplicación web para la creación de instrumentos de evaluación en el idioma inglés,"agustín domínguez verónica, peredo valderrama ruben","Se propone realizar una aplicación web que entre diferentes funciones, se enfoque en la creación de instrumentos de evaluación de manera fácil para posteriormente aplicarlos, contemplando las 4 habilidades (lectura, escucha, escritura y habla), brindando un soporte a la habilidad de escritura de los alumnos con Machine learning, encontrando patrones complejos para brindar una retroalimentación al docente en el uso de esta habilidad sin necesidad de ser supervisada; siendo una aplicación autónoma dirigido a docentes de nivel básico que trabajen en centros de lenguas extranjeras (CELEX) enfocándonos al idioma inglés, particularmente del Instituto Politécnico Nacional (IPN)","Examen, instrumentos de evaluación, Machine learning, aplicación web, patrones complejos.","Desarrollar una aplicación web para docentes de nivel básico dedicados a la enseñanza del idioma inglés en los planteles de Celex de la Vocacional 8 del IPN, el cual les permita crear y aplicar instrumentos de evaluación centrándose en la técnica de prueba, enfocada en las habilidades 4 habilidades, utilizando la tecnología ""Machine learning” para la habilidad de escritura, con la finalidad de encontrar patrones complejos presentes en los estudiantes y que brinde una retroalimentación personalizada sobre esta habilidad, además incluyendo módulos como el pase de lista, registro de actividades, etc., que serán de apoyo para el docente en el control de documentos. Como objetivos particulares se consideran:  Implementar los módulos de pase de lista, registro de actividades (Calendarización), creador de exámenes, aplicación de exámenes y análisis de resultados personalizados.  Reducir el tiempo para el docente en la creación y calificación de evaluaciones.  Brindar una mejor retroalimentación individualizada al profesor, por medio de “Machine learning” para identificar fortalezas y debilidades en cohesión, coherencia, gramática en la escritura del idioma inglés.  Facilitar la organización y recolección de información relacionada con: registro de entregables, registro de calificaciones de evaluaciones sumativas y formativas, registro de planeaciones de clase y registro de asistencia a clase.  Brindar una interfaz con herramientas más esenciales para docentes del CELEX de la vocacional",agustin dominguez verónica,peredo valderrama rubén,,,
2020-A060,Aplicación web de apoyo para la jornada electoral y resultados (NETOLI),nidia asunción cortez duarte,"En este trabajo terminal se propone desarrollar una aplicación web basada en el esquema de votaciones por Internet que sirva de apoyo para la jornada electoral y resultados de las múltiples elecciones que acontecen en la Escuela de Superior de Cómputo A través de algoritmos criptográficos que garanticen las tres principales caracteristicas del sufragio efectivo en México único, libre y secreto","Aplicación web, votaciones por internet, jornada electoral, participación de la comunidad.","El objetivo general de este Trabajo Terminal es desarrollar una aplicación web implementando el  esquema de votaciones por Internet que sirva de apoyo en las múltiples elecciones y procesos de  auscultación que acontecen en la Escuela Superior de Cómputo. Los objetivos específicos Diseño del esquema de votaciones por Internet  Implementación de una aplicación web.  Análisis de servicios criptográficos requeridos  Análisis, selección e implementación de algoritmos criptográficos",cortez duarte nidia asunción,,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A061,Sistema de generación y cifrado de respaldos de emergencia,cortez duarte nidia asunción,"En el presente documento se plantea el desarrollo de una aplicación que permita, en un caso de emergencia, que el usuario pueda hacer un respaldo diferencial de directorios previamente seleccionados, ya sea por medio de la detección de un patrón de interacción con su celular o a través de una aplicación remota Este respaldo será cifrado antes de ser enviado a la nube proporcionando seguridad a la información del usuario","Respaldo, Cifrado, Dispositivos móviles, Nube","Desarrollar una aplicación móvil para celulares Android, que, por medio de un patrón de interacción del usuario con su celular, responda ante una emergencia de robo o asalto, realizando un respaldo cifrado en la nube de la información pre-indicada por el usuario, almacenada en su celular.",cortez duarte nidia asunción,,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A063,Herramienta de apoyo a la gestión de la información asociada a ambulancias,"jimenez galán yasmin ivette, ortega pacheco josé david.","Este documento tiene como objetivo plantear el desarrollo de un sistema web con consultas mediante código QR, con el apoyo de una API, que permita gestionar la información relacionada a las unidades de servicios médicos prehospitalarios, ambulancias, de la alcaldía Gustavo A Madero en apoyo a la gestión de éstas y para conocimiento de los pacientes que lleguen a hacer uso de las mismas","Ambulancias, Código QR, Herramienta Web, Norma 034-SSA3 20","General Implementar una herramienta web para el apoyo a la gestión de la información relacionada a las ambulancias de la Alcaldía Gustavo . Madero con base en lo establecido en la NOM 034-SSA3 2013, Regulación de los servicios de salud con énfasis en la atención médica prehospitalaria. Objetivos específicos Gestionar la información correspondiente al personal a bordo de cada una de las ambulancias existentes en el sistema. Gestionar los equipos e insumos existentes en las ambulancias.",jiménez galan yasmín ivette,ortega pacheco josé david,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A064,Aplicación web para calcular los factores de sostenibilidad en un equipo de cómputo,cruz torres benjamin,"En el presente trabajo se pretende desarrollar una aplicación web que permita obtener la información acerca de las emisiones de contaminantes y consumo de recursos de equipos computacionales a partir de sus características ingresadas por el usuario; entre las medidas que se pretende analizar se encuentran la emisión de CO2, hidrocarburos y los kilowatts que se consumen Donde los resultados se podrán visualizar en una aplicación web almacenada en la nube","Aplicación Web, Sostenibilidad, Contaminantes, Consumo de energía.","Objetivos Desarrollar una aplicación web que permita obtener información sobre las emisiones de  contaminantes y consumos de recursos con base en las características de equipos de  cómputo. Objetivos Particulares  Desarrollar un módulo que permita al usuario visualizar las medidas de emisión  CO2, consumidos en base a las características proporcionadas por el usuario.   Desarrollar un módulo que permita al usuario visualizar las medidas de emisión  kilowatt, consumidos en base a las características proporcionadas por el usuario.   Desarrollar un módulo que permita al usuario visualizar las medidas de emisión  hidrocarburos. consumidos en base a las características proporcionadas por el  usuario.  Desarrollar un módulo que permita generar reportes de los resultados obtenidos.   Desarrollar el módulo con la comunicación en la Base de Datos",cruz torres benjamín,,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A065,VistualSchool: Prototipo de Videojugos basado en la Escuela Superior de Computo para alumnos de nuev ingreso,ferrer tenorio jorge,"El presente protocolo propone el desarrollo del prototipo de un juego de video para computadora, ambientado en la Escuela Superior de Cómputo (ESCOM), haciendo énfasis en algunos procedimientos reales que se requieren llevar a cabo para diversos procesos administrativos dentro de la ESCOM Por lo tanto, se propone un prototipo de videojuego con la finalidad de que los alumnos de nuevo ingreso tengan conocimiento de las instalaciones e infraestructura, así como de la gestión de diversos procesos académico-administrativos dentro de la escuela","Modelado, Trámites, Gestión y Administración, Ingeniería de Software, Videojuego","Desarrollar un prototipo de un videojuego ambientado en la Escuela Superior de Cómputo (ESCOM), que permita al usuario conocer las instalaciones y algunos procedimientos académico-administrativos.",ferrer tenorio jorge,,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A066,Prototipo de sistemade cifradi de información basado en algoritms de cifrado ligero y hardware dedicado para aplicaciones de internet de las cosas,"garcía ortega victor hugo, cortez duarte nidia asunción","El presente trabajo terminal tiene como objetivo el desarrollo de un sistema de cifrado de la información de un nodo sensor ante la necesidad de brindar seguridad a estos datos sensibles al viajar a través de internet Por un lado, se implementará un algoritmo de cifrado ligero en un microcontrolador; por otro lado, se hará la configuración de un Core de cifrado en hardware en un microcontrolador","Sistema embebido, microcontroladores, criptografía ligera, criptografía en hardware.",Implementar un prototipo de un sistema de cifrado de la información recolectada en un nodo sensor usando algoritmos de cifrado ligero y hardware de propósito específico para agregar seguridad en aplicaciones de Internet de las Cosas. Objetivos Específicos  Analizar y seleccionar un algoritmo de cifrado ligero. Implementar el algoritmo de cifrado ligero en un microcontrolador haciendo uso de su conjunto de instrucciones (lenguaje ensamblador y lenguaje . Implementar el proceso de descifrado para el algoritmo de cifrado ligero en la computadora (haciendo uso de bibliotecas criptográficas existentes).  Analizar y seleccionar un microcontrolador que cuente con un core dedicado de criptografía como un periférico. Implementar el programa para la configuración del core dedicado de criptografía en el microcontrolador.  Implementar el proceso de descifrado para el algoritmo que tiene implementado el core dedicado en la computadora (haciendo uso de bibliotecas criptográficas existentes).,garcía ortega víctor hugo,cortez duarte nidia asunción,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A067,Sistema de recomendación y evaluación psicológica para adoptantes de menores basado en sus habilidades parentales.,"pérez de los santos mondragón tanibet, sánchez cruz virginia","El presente documento propone realizar un sistema de recomendación y evaluación con base en los factores de idoneidad de un solicitante de adopción La mayoría de solicitantes desconoce las habilidades parentales que deben de cubrir para poder acoger a un menor, para ello se propone elaborar un instrumento de evaluación psicológica con pruebas enfocadas completamente a la adopción y un módulo de recomendación, el cual le proporcione al solicitante opciones de adopción con base en los resultados de su evaluación","Learning paradigms, Machine learn Rank Supervised learning",Desarrollar un sistema de recomendación y evaluación de un adoptante con base en los factores de idoneidad con la finalidad de apoyar en el proceso de adopción.,pérez de los santos mondragón tanibet,sánchez cruz virginia,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A069,Sistema de apoyo a la detección de tumoración migna en el tejido mamario,ocampo botello fabiola,"Este Trabajo Terminal tiene como propósito desarrollar un sistema de información para determinar si una muestra de tejido mamario presenta tumoración maligna o benigna, teniendo como referencia características de muestras de tejidos las cuales ya se han sido catalogadas con presencia de tumoración maligna o benigna, según sea el caso Sistema de apoyo a la detección de tumoración maligna en el tejido mamario","Minería de datos, ingeniería de software, aprendizaje automático, análisis de datos, sistema predictivo, modelo predictivo, tumoración maligna, cáncer de mama.","Objetivo Objetivo general Desarrollar un sistema de información para predecir la probable presencia de tumoración maligna  mediante el análisis de datos de muestras de tejido mamario, considerando un modelo predictivo  generado a partir de la aplicación de técnicas de minería de datos a registros históricos de muestras  que presentan este padecimiento. Objetivos específicos Estudiar y seleccionar las técnicas adecuadas para el uso de minería de datos en la solución  de problemas de esta naturaleza.  Construir un modelo predictivo a partir del análisis de datos de muestras de tejido mamario.  Estudiar las técnicas adecuadas para el análisis de imágenes de biopsias por aspiración con  aguja fina.  Desarrollar un sistema de información que permita predecir si se presenta tumoración  maligna con datos de una muestra de tejido mamario. Se valorará la posibilidad de construir un analizador de imágenes que provea al modelo predictivo  las características de las nuevas muestras.",ocampo botello fabiola,,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A071,Herramienta de apoyo al psicólogo en la evaluación de la ansiedad en jóvenes universitarios.,"palma orozco rosaura, ruiz ledesma elena fabiola","La ansiedad es un trastorno mental causante de miedos o preocupaciones a situaciones de incertidumbre o estresantes, la cual afecta también a la población de alumnos universitarios por diferentes causas como las exigencias académicas, sociales o familiares entre otras situaciones Determinar los niveles de ansiedad es fundamental para que el especialista pueda asignar un tratamiento adecuado La medición actual de niveles de ansiedad ocupan recursos de tiempo y económicos que muchas veces el estudiante no puede solventar Se propone en este protocolo el diseño de un sistema experto como apoyo al especialista para medir los niveles de ansiedad en jóvenes universitarios mediante test estandarizados internacionalmente y de acuerdo a la valoración obtenida proponer actividades enfocadas a apoyar en la reducción de la ansiedad","Ansiedad, Educación Superior, Herramienta de apoyo, Tecnologías para la Web.",Construir un sistema experto para facilitar al especialista la medición de los niveles de ansiedad en la población universitaria utilizando test estandarizados internacionales.  Objetivos específicos  Identificar test que permitan determinar niveles de ansiedad.  Identificar actividades que el paciente puede llevar a cabo para disminuir la ansiedad. Determinar el modelo de construcción para el sistema experto. Validar el sistema experto en una aplicación Web.,palma orozco rosaura,ruíz ledesma elena fabiola,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A072,Genración automática de políticas de diálogo a partir de máquinas de estados para chatbots,"duchanoy martínez carlos alberto, suárez castañón miguel santiago","En este trabajo terminal se desarrollará un sistema que interprete una lógica de negocios destinada a un chatbot, descrita a través de una máquina de estados finita Posterior a la interpretación, el sistema generará, con base en dicha lógica de negocios, una política de diálogo de manera automática a través del enfoque de ""relleno de espacios” De esta forma, se acelerará el desarrollo de chatbots al ahorrar el proceso de describir manualmente la política de diálogo Se integrará por medio de un API externo un procesador de lenguaje natural de libre acceso como módulo del entendimiento del lenguaje que detectará en qué momento se activa una política de diálogo determinada","Chatbots, Flujos Conversacionales, Máquinas de Estado, Política de Diálogo.","General Desarrollar un sistema para generar de forma automática políticas de diálogo para ser utilizadas por un chatbot, con base en la lógica de negocios descrita a través de una máquina de estados finita definida en una interfaz gráfica web, para acelerar el proceso del desarrollo de un chatbot de dominio específico al evitar tener que definir dos estructuras lógicas equivalentes. Particulares Realizar una investigación de temas relacionados al trabajo terminal. Analizar las plataformas, técnicas, métodos y algoritmos que puedan ser empleados para el diseño y desarrollo del sistema. Diseñar un método para interpretar la máquina de estados finita que describe la lógica de negocios.  Implementar el método de interpretación de máquinas de estados finitas. Desarrollar la interfaz gráfica web que permita definir gráficamente la lógica de negocios en forma de máquina de estados finitas.  Diseñar un método para generar flujos conversacionales con base en la interpretación de la lógica de negocios. Implementar el método de generación de flujos conversacionales. Diseñar un método de generación de políticas de diálogo que funcionen bajo el enfoque de relleno de espacios. Implementar la generación de políticas de diálogo. Diseñar un módulo de integración de la llamada API de un procesador de lenguaje natural de libre acceso, para detectar la activación de intenciones. Desarrollar el módulo de integración del procesador de lenguaje natural. Diseñar un método para probar las políticas de diálogo generadas. Probar el desempeño de las políticas de diálogo haciendo uso del método diseñado.",duchanoy martínez carlos alberto,suárez castañon miguel santiago,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A075,Prototipo de aplicación web para gestión de proyectos basados en SCRUM,méndez segundo laura,"El desarrollo de proyectos es un proceso que involucra factores y actividades, como la planeación, seguimiento y control de todos los elementos que lo integran Según un estudio del Project Management Institute (PMI), el 70% de los proyectos no se implanta en forma o plazo [7] En el presente trabajo se propone desarrollar una Aplicación Web, con el objetivo de administrar, gestionar y controlar las tareas de proyectos basados en SCRUM, así como el seguimiento de errores e incidencias del mismo","Metodología Ágil, Gestión de Proyectos, Metodología SCRUM, Administración de Recursos, Plataforma Web.","Desarrollar una aplicación web que sirva como herramienta para gestionar proyectos basados a la metodología SCRUM, con la finalidad de poder supervisar, analizar y planificar las tareas del proyecto, además de mejorar el control y rendimiento en el proceso de desarrollo.",méndez segundo laura,,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A079,Sistema de apoyo para la instrucción y evaluación de señas estáticas del Lenguaje de Señas Mexicano a niños de 8 a 12 años,"chavarría báez lorena, ruiz ledesma elena fabiola","El presente Trabajo Terminal tiene como objetivo  desarrollar un sistema, basado en el enfoque de programación  neurolingüística, para instruir y evaluar las señas estáticas del  lenguaje de señas mexicano en niños de 8 a 12 años Para la  instrucción se utilizaron recursos como animaciones y, para la  evaluación, se empleó el reconocimiento de imágenes Una de las  aportaciones de este trabajo es la inclusión de los estilos de  aprendizaje para la instrucción","Comunicación, inclusión, aplicación móvil,  aplicación web","Objetivo general Desarrollar un sistema web y móvil, para la plataforma Android, que instruya a los niños de 8 a 12 años sobre las señas estáticas del Lenguaje de Señas Mexicano y evalúe su destreza en el mismo utilizando el modelo de programación neurolingüística. Objetivos específicos Diseñar un modelo de instrucción y evaluación de las señas estáticas del Lenguaje de Señas Mexicano basado en la Programación Neurolingüística (PNL). Desarrollar una plataforma web para la instrucción y evaluación de las señas estáticas del Lenguaje de Señas Mexicano. Desarrollar una aplicación móvil para la instrucción y evaluación de las señas estáticas del Lenguaje de Señas Mexicano.",chavarria báez lorena,ruíz ledesma elena fabiola,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A080,Sistema de monitoreo usando un SoC aplicado a domótica mediante loT,"nayeli vega garcía, sosa saavedra julio cesar","Debido a la situación que actualmente se vive en nuestra sociedad en el sector de seguridad, se ha generado que las personas busquen una solución al problema de robo habitación Por eso en este trabajo, utilizando la domótica, se presenta el desarrollo de un prototipo de un sistema embebido que permitirá el monitoreo de seguridad, a través de una cámara con un sistema Pan & Tilt, donde las imágenes capturadas serán procesadas en una Raspberry y serán enviadas mediante el uso de un módulo IoT a un servidor y así poder acceder mediante una App móvil y también tener alertas sms","Domótica, IoT, Sistema embebido, Pan & Tilt",Objetivo Objetivo General Implementar un prototipo de sistema embebido para el monitoreo en una casa-habitación mediante un SoC y la toma de imágenes.,vega garcía nayeli,sosa saavedra julio césar,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A081,Prototipo de Sistema de Realidad Virtual como Herramienta de Apoyo para la Capacitación de Bomberos,cifuentes álvarez alejandro sigfrido,"El  trabajo  terminal  presentado  tiene  como  objetivo primordial el ofrecer una alternativa en la metodología  capacitación  del  personal  del  Departamento  de  de  las  Oficinas  Centrales  de  Petróleos  Contraincendios  de  Mexicanos,  utilizando  la  tecnología  como  una  herramienta  de  apoyo, esto debido a que durante el proceso de investigación no  se  pudo  identificar  algún  sistema  parecido  en  el  mercado  nacional que esté al alcance de los bomberos del Departamento  El trabajo terminal consiste en la proyección de una simulación  de realidad virtual y el manejo de  controles, todo esto para tener  una experiencia más real sin la necesidad de exponer al personal  a posibles accidentes y reduciendo el costo de las capacitaciones  disponibles en el mercado nacional","Capacitación de bomberos, realidad virtual, modelado 3D, simulación.","Objetivos Objetivo General Desarrollar un prototipo de sistema de realidad virtual, que permita una alternativa en la  metodología de capacitación del personal de bomberos del Departamento de  Contraincendios de las Oficinas Centrales de Petróleos Mexicanos, ubicados en la Ciudad  de México, en el cual se realizará la proyección de cuatro escenas. Objetivos Particulares  Desarrollar un entorno virtual similar al lugar que se emplea durante el  entrenamiento del personal.  Permitir al usuario desenvolverse dentro de 3 situaciones fundamentales: acceso  al inmueble siniestrado, combate al incendio y por último la salida del personal  del inmueble de una manera segura.  Crear un cuestionario con el fin de evaluar lo aprendido por el usuario en la  simulación.",cifuentes álvarez alejandro sigfrido,,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A082,Análisis de pruebas psicométricas certificadas en estudiantes de la Escuela Libre de Derecho para encontrar patrones de deserción escolar utilizando técnicas de minería de datos,"lópez rabadán josé jaime, catalán salgado edgar armando","Investigar al resultado de una comparación entre pruebas psicométricas aplicadas a aspirantes de la escuela Libre de Derecho, y analizar la relación del patrón mediante técnicas de minería de datos buscando qué comportamientos se adaptan al perfil académico, y bajo una desviación estándar definir la confiabilidad de las prueba, eliminando la necesidad de pruebas presenciales","Prueba psicométrica, minería de datos, deserción, Minnesota, Escuela Libre de Derecho.","Conocer la posibilidad de la eliminación de pruebas psicológicas presenciales y agilizar el análisis de las pruebas de la Escuela Libre de Derecho, automatizando el proceso de revisión de pruebas psicométricas, conociendo la desviación estándar del error en el análisis para perfilar estudiantes.",lopez rabadán jose jaime,catalán salgado edgar armando,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A083,Sistema de asitente virtual para la página de ESCOM,"enríquez zárate josé asunción, hernández cruz macario","El desarrollo de este proyecto consiste en un sistema de asistente virtual para la página de Escom, de manera que pueda dar respuestas a las consultas de información de los usuarios debido a la problemática que surge cuando un usuario quiere buscar información específica dentro de la misma y no logra encontrar la información requerida lo que ocasiona que el usuario pierda tiempo explorando dentro de la página En el menú habrá un apartado donde estará la función que activará el asistente Con ayuda de técnicas de la inteligencia artificial como el procesamiento del lenguaje natural, se va a implementar el asistente para que el usuario pueda interactuar con él de manera que este pueda ayudar al usuario a buscar la información que necesita dentro de la página ya que a veces es difícil encontrar la información solicitada o algún documento de la escuela y con ayuda de este asistente se va a agilizar el proceso de búsqueda de información Lo que se busca es que nuestro asistente pueda ofrecer una interfaz más cómoda, intuitiva y eficaz de manera que el usuario acceda más rápido a la información sin demorarse tanto tiempo Para el desarrollo de nuestro asistente utilizaremos el lenguaje de programación Python e implementaremos un modelo de arquitectura de aprendizaje automático",Asistente de búsqueda; Procesamiento del lenguaje natural; búsqueda de información; Automatización; Sistemas de conversación.,"Implementar un asistente virtual para la página de la ESCOM con el fin de agilizar la búsqueda de información y documentos que esté solicitando el usuario, así mismo reducir el tiempo que invierte al realizar dicha búsqueda mediante un chat donde van a interactuar el usuario y el asistente. Objetivos Específicos  Brindar la información requerida por los usuarios con el fin de ayudar a solucionar su búsqueda dentro de la página de Escom.  Reducir el tiempo de búsqueda para el usuario.  Generar una conversación con los usuarios mediante el chat.  El usuario visualizará un burrito con el cual va a interactuar durante la conversación.  Procesar la información que contiene la página de la ESCOM dado que se actualiza la información.  Realizar búsquedas mediante palabras del lenguaje Español.  Brindar una interfaz con componentes web para el usuario.  Implementar un algoritmo de similitud para que el asistente pueda obtener la respuesta óptima para la búsqueda.",enríquez zárate josé asunción,hernández cruz macario,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A084,Aplicación para el monitoreo parental a partir de la recuperación y análisis de texto en imágenes desplgadas por dispositivos android,"coronilla contreras ukranio, gonzález","En este proyecto se desarrollará una aplicación para la recuperación, monitoreo y análisis de texto a partir de las imágenes obtenidas por un dispositivo móvil Android La cual realizará capturas de pantalla en segundo plano de las aplicaciones ejecutadas para enviarlas a un servicio externo de procesamiento óptico de caracteres (OCR, por sus siglas en inglés) La información obtenida como texto será enviado por un demonio mediante el móvil del menor a un servicio en la nube que será accesible por un supervisor (padre o tutor) mediante su propio dispositivo","Sistema Distribuido, Aplicación Móvil, Reconocimiento de Imágenes.","Desarrollar una aplicación para recuperación del texto desplegado por cualquier aplicación móvil Android, mediante un reconocimiento óptico de caracteres (OCR) aplicado a las imágenes que sean obtenidas por el dispositivo móvil.",coronilla contreras ukranio,gonzález albarrán gisela,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
2020-A085,Sistema de detección y clasificación de nódulos pulmonares para el reconocimiento de áncer pulmonar utilizando técnicas de processamiento de imágenes en tomgrafía computarizada,"benjamin luna benoso, uriel corona bermúdez",El trabajo consiste en un sistema de diagnóstico asistido por computadora que se encargará de detectar y clasificar nódulos pulmonares mediante técnicas de procesamiento de imágenes en tomografías computarizadas CT por sus siglas en inglés (Computed Tomography) con el objetivo de apoyar a un pre-diagnóstico en detección de cáncer pulmonar,"Análisis de Imágenes, Cáncer Pulmonar, Reconocimiento de Patrones, Tomografias Computarizadas, Diagnóstico asistido por computadora.",Desarrollar un sistema de diagnóstico asistido por computadora que se encargará de detectar y clasificar nódulos pulmonares mediante técnicas de procesamiento de imágenes en tomografias computarizadas con el objetivo de apoyar a un pre-diagnóstico en detección de cáncer pulmonar.,luna benoso benjamín,corona bermúdez uriel,saucedo delgado rafael norman,chávez lima eduardo,montiel sánchez ángel salvador
